State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
PA,2021,Indonesia,Essential Oils,327635,2,Exports,Fiscal Quarter 2
VA,2021,China,Poultry Meat And Products (Excluding Eggs),12683253,1,Exports,Fiscal Quarter 1
AZ,2019,Canada,Fresh Fruit,6300894,2,Exports,Fiscal Quarter 2
SC,2024,World,Dog And Cat Food,39516586,2,Exports,Fiscal Quarter 2
IA,2021,World,Soybeans,69766741,4,Exports,Fiscal Quarter 4
AL,2020,World,Cotton,11892716,1,Exports,Fiscal Quarter 1
VA,2021,Taiwan,Soybeans,807872,4,Exports,Fiscal Quarter 4
NY,2021,Canada,Dog And Cat Food,31262605,4,Exports,Fiscal Quarter 4
WI,2023,World,Dairy Products,146076379,3,Exports,Fiscal Quarter 3
WA,2023,Japan,Wheat,133384878,2,Exports,Fiscal Quarter 2
ND,2021,Colombia,Pulses,1930873,1,Exports,Fiscal Quarter 1
ND,2020,Mexico,Oilseeds (Excluding Soybean),372075,4,Exports,Fiscal Quarter 4
SD,2021,Taiwan,Soybean Meal,1031931,3,Exports,Fiscal Quarter 3
NV,2023,Canada,Food Preparations,1018149,4,Exports,Fiscal Quarter 4
TN,2021,Philippines,Poultry Meat And Products (Excluding Eggs),1258248,1,Exports,Fiscal Quarter 1
AR,2024,Canada,Eggs And Products,6440434,2,Exports,Fiscal Quarter 2
KY,2020,Honduras,"Bakery Goods, Cereals, And Pasta",354519,2,Exports,Fiscal Quarter 2
KY,2020,Canada,Food Preparations,4591338,3,Exports,Fiscal Quarter 3
WV,2021,Mexico,Live Animals,105345,4,Exports,Fiscal Quarter 4
IN,2019,China,"Dextrins, Peptones, And Proteins",3355907,2,Exports,Fiscal Quarter 2
US,2024,China,Beef And Beef Products,364947171,2,Exports,Fiscal Quarter 2
RI,2023,Turks And Caicos Islands,"Bakery Goods, Cereals, And Pasta",105787,3,Exports,Fiscal Quarter 3
MO,2019,Mexico,Soybeans,25792498,2,Exports,Fiscal Quarter 2
KY,2022,United Kingdom,Live Animals,273100,3,Exports,Fiscal Quarter 3
NC,2023,Canada,Poultry Meat And Products (Excluding Eggs),8213604,4,Exports,Fiscal Quarter 4
US,2023,China,Tree Nuts,367715007,1,Exports,Fiscal Quarter 1
MS,2022,World,"Bakery Goods, Cereals, And Pasta",5494399,4,Exports,Fiscal Quarter 4
AK,2024,Taiwan,Poultry Meat And Products (Excluding Eggs),245726,3,Exports,Fiscal Quarter 3
UT,2019,World,Beef And Beef Products,31069090,2,Exports,Fiscal Quarter 2
SD,2024,World,Pork And Pork Products,64356340,3,Exports,Fiscal Quarter 3
NJ,2022,World,Fresh Fruit,68820285,3,Exports,Fiscal Quarter 3
NY,2019,Mexico,Non-Alcoholic Beverages (Excluding Juices),1186227,3,Exports,Fiscal Quarter 3
AL,2023,Brazil,Eggs And Products,3491693,2,Exports,Fiscal Quarter 2
GA,2019,Netherlands,Food Preparations,2591716,2,Exports,Fiscal Quarter 2
AZ,2020,World,Cotton,18610990,4,Exports,Fiscal Quarter 4
VA,2022,China,Soybeans,189775132,3,Exports,Fiscal Quarter 3
NH,2021,Germany,Confectionery,44153,3,Exports,Fiscal Quarter 3
VT,2022,Spain,Dog And Cat Food,183051,2,Exports,Fiscal Quarter 2
VA,2020,World,Pork And Pork Products,144492132,1,Exports,Fiscal Quarter 1
ND,2021,Canada,Ethanol (Non-Beverage),37949862,3,Exports,Fiscal Quarter 3
MS,2022,Canada,"Bakery Goods, Cereals, And Pasta",8211608,2,Exports,Fiscal Quarter 2
MA,2023,Canada,Non-Alcoholic Beverages (Excluding Juices),2079735,2,Exports,Fiscal Quarter 2
AL,2023,Macau,Cotton,3575766,2,Exports,Fiscal Quarter 2
OK,2021,Mexico,Pork And Pork Products,2757113,4,Exports,Fiscal Quarter 4
MI,2024,Jamaica,Dairy Products,1054622,1,Exports,Fiscal Quarter 1
KS,2019,Brazil,Wheat,8243430,2,Exports,Fiscal Quarter 2
CT,2023,Canada,"Sugar, Sweeteners, Beverage Bases",34871,4,Exports,Fiscal Quarter 4
LA,2020,Colombia,Soybean Oil,20169423,1,Exports,Fiscal Quarter 1
GA,2020,Hong Kong,Food Preparations,328529,3,Exports,Fiscal Quarter 3
AZ,2024,Mexico,Non-Alcoholic Beverages (Excluding Juices),11557019,3,Exports,Fiscal Quarter 3
TN,2024,Dominican Republic,Tobacco,6771520,3,Exports,Fiscal Quarter 3
LA,2021,Japan,Corn,373023056,2,Exports,Fiscal Quarter 2
MA,2022,Mexico,Processed Fruit,3733090,3,Exports,Fiscal Quarter 3
SC,2024,Thailand,Soybeans,3822975,2,Exports,Fiscal Quarter 2
TX,2021,World,Wheat,319019969,3,Exports,Fiscal Quarter 3
ID,2022,Japan,Processed Vegetables,4838846,4,Exports,Fiscal Quarter 4
KS,2021,Trinidad And Tobago,Wheat,5772826,1,Exports,Fiscal Quarter 1
NV,2022,Mexico,Food Preparations,1395682,4,Exports,Fiscal Quarter 4
NE,2022,Japan,Beef And Beef Products,101510962,4,Exports,Fiscal Quarter 4
MI,2019,Japan,Food Preparations,11408114,2,Exports,Fiscal Quarter 2
RI,2019,World,"Coffee, Unroasted",424074,1,Exports,Fiscal Quarter 1
KY,2020,Spain,Distilled Spirits,13589567,2,Exports,Fiscal Quarter 2
NE,2023,Mexico,Corn,42001378,4,Exports,Fiscal Quarter 4
TN,2019,France,Distilled Spirits,18561875,1,Exports,Fiscal Quarter 1
NY,2023,Colombia,Non-Alcoholic Beverages (Excluding Juices),2272875,2,Exports,Fiscal Quarter 2
ID,2021,United Kingdom,Milled Grains And Products,491058,4,Exports,Fiscal Quarter 4
SD,2021,Taiwan,Soybean Meal,754338,2,Exports,Fiscal Quarter 2
NC,2020,Netherlands,Processed Vegetables,18723342,3,Exports,Fiscal Quarter 3
GA,2022,Philippines,Food Preparations,883901,1,Exports,Fiscal Quarter 1
KY,2021,Hungary,Food Preparations,700279,3,Exports,Fiscal Quarter 3
IN,2019,Mexico,"Sugar, Sweeteners, Beverage Bases",26771044,1,Exports,Fiscal Quarter 1
NM,2020,Vietnam,Tree Nuts,210600,2,Exports,Fiscal Quarter 2
MA,2019,Canada,Fruit And Vegetable Juices,133071,1,Exports,Fiscal Quarter 1
PR,2019,Colombia,Dairy Products,138528,1,Exports,Fiscal Quarter 1
TN,2019,Canada,Food Preparations,2825552,1,Exports,Fiscal Quarter 1
KY,2022,World,"Bakery Goods, Cereals, And Pasta",17239538,1,Exports,Fiscal Quarter 1
DC,2024,Canada,Processed Fruit,194445,2,Exports,Fiscal Quarter 2
SC,2020,World,Cotton,20627772,3,Exports,Fiscal Quarter 3
MA,2024,Mexico,Processed Fruit,1533019,1,Exports,Fiscal Quarter 1
MT,2022,Canada,Distillers Grains,8813661,1,Exports,Fiscal Quarter 1
MD,2020,Taiwan,Soybeans,4300975,2,Exports,Fiscal Quarter 2
MI,2022,Mexico,Dairy Products,34955945,1,Exports,Fiscal Quarter 1
MO,2023,World,Soybean Meal,62555083,4,Exports,Fiscal Quarter 4
IN,2024,Colombia,"Dextrins, Peptones, And Proteins",2377569,3,Exports,Fiscal Quarter 3
NJ,2020,World,Essential Oils,97529099,1,Exports,Fiscal Quarter 1
GA,2020,Indonesia,"Other Feeds, Meals, And Fodders",8244831,2,Exports,Fiscal Quarter 2
LA,2019,Honduras,Soybean Meal,21001539,1,Exports,Fiscal Quarter 1
VA,2020,Thailand,Soybeans,4763094,4,Exports,Fiscal Quarter 4
WA,2019,China,Fresh Fruit,5696833,1,Exports,Fiscal Quarter 1
CT,2020,Aruba,"Bakery Goods, Cereals, And Pasta",218834,3,Exports,Fiscal Quarter 3
KS,2022,Mexico,Beef And Beef Products,35030646,4,Exports,Fiscal Quarter 4
IL,2019,Russia,Food Preparations,3169322,2,Exports,Fiscal Quarter 2
FL,2022,Mexico,Distilled Spirits,4895356,2,Exports,Fiscal Quarter 2
KY,2022,Japan,Live Animals,8104543,2,Exports,Fiscal Quarter 2
NM,2021,South Korea,Tree Nuts,478325,3,Exports,Fiscal Quarter 3
WY,2021,United Arab Emirates,Live Animals,5100,4,Exports,Fiscal Quarter 4
NY,2019,Canada,Dairy Products,11232488,3,Exports,Fiscal Quarter 3
VA,2024,Georgia,Poultry Meat And Products (Excluding Eggs),4518791,2,Exports,Fiscal Quarter 2
WV,2020,World,"Other Feeds, Meals, And Fodders",574867,4,Exports,Fiscal Quarter 4
IN,2019,Belgium,"Other Feeds, Meals, And Fodders",6560714,2,Exports,Fiscal Quarter 2
ID,2022,Saudi Arabia,Planting Seeds,69552,2,Exports,Fiscal Quarter 2
NE,2021,China,Beef And Beef Products,14999356,2,Exports,Fiscal Quarter 2
SD,2019,Canada,Beef And Beef Products,1487017,4,Exports,Fiscal Quarter 4
CO,2021,Philippines,"Other Feeds, Meals, And Fodders",21298,2,Exports,Fiscal Quarter 2
CO,2020,Malaysia,"Other Feeds, Meals, And Fodders",79234,1,Exports,Fiscal Quarter 1
OK,2023,Indonesia,Cotton,958138,2,Exports,Fiscal Quarter 2
CO,2019,China,Hides And Skins,17054954,1,Exports,Fiscal Quarter 1
SC,2020,Taiwan,Poultry Meat And Products (Excluding Eggs),26347,4,Exports,Fiscal Quarter 4
KS,2021,Japan,Corn,4532165,1,Exports,Fiscal Quarter 1
NM,2019,Mexico,Dairy Products,25585626,1,Exports,Fiscal Quarter 1
SC,2021,Turkey,Cotton,6067342,4,Exports,Fiscal Quarter 4
DE,2019,Guatemala,Fresh Fruit,132598,2,Exports,Fiscal Quarter 2
OR,2020,Canada,Planting Seeds,18023866,2,Exports,Fiscal Quarter 2
WV,2020,Peru,Live Animals,81018,3,Exports,Fiscal Quarter 3
ID,2021,World,Planting Seeds,22791009,2,Exports,Fiscal Quarter 2
NY,2022,World,Dog And Cat Food,36220699,3,Exports,Fiscal Quarter 3
NJ,2020,Mexico,Fresh Fruit,38388,4,Exports,Fiscal Quarter 4
PA,2023,China,Food Preparations,4265570,4,Exports,Fiscal Quarter 4
VT,2023,Italy,Chocolate And Cocoa Products,28920,2,Exports,Fiscal Quarter 2
CA,2023,South Korea,Fresh Fruit,32754318,4,Exports,Fiscal Quarter 4
VA,2020,Malaysia,Soybeans,11102153,1,Exports,Fiscal Quarter 1
OR,2024,Taiwan,Hay,679656,2,Exports,Fiscal Quarter 2
MI,2022,Canada,Soybean Meal,37944501,1,Exports,Fiscal Quarter 1
OR,2019,Philippines,Wheat,40217019,2,Exports,Fiscal Quarter 2
NC,2022,Mexico,Poultry Meat And Products (Excluding Eggs),11420164,1,Exports,Fiscal Quarter 1
WY,2023,Japan,Food Preparations,7592,3,Exports,Fiscal Quarter 3
KS,2021,World,Soybeans,63596297,4,Exports,Fiscal Quarter 4
WA,2021,Vietnam,Soybean Meal,22973181,1,Exports,Fiscal Quarter 1
GA,2024,Mexico,"Other Feeds, Meals, And Fodders",4902499,3,Exports,Fiscal Quarter 3
US,2023,Mexico,Corn,1642997206,2,Exports,Fiscal Quarter 2
MT,2021,World,Coarse Grains (Excluding Corn),15292069,2,Exports,Fiscal Quarter 2
WA,2020,Japan,Wheat,113194439,4,Exports,Fiscal Quarter 4
IN,2020,United Kingdom,"Dextrins, Peptones, And Proteins",2802493,2,Exports,Fiscal Quarter 2
VA,2022,South Korea,Pork And Pork Products,17658592,1,Exports,Fiscal Quarter 1
OH,2024,Netherlands,Food Preparations,1905664,2,Exports,Fiscal Quarter 2
OH,2022,El Salvador,"Bakery Goods, Cereals, And Pasta",681261,4,Exports,Fiscal Quarter 4
NH,2024,Canada,"Dextrins, Peptones, And Proteins",21500,3,Exports,Fiscal Quarter 3
MO,2020,China,Pork And Pork Products,29696421,2,Exports,Fiscal Quarter 2
US,2022,Germany,Tree Nuts,199678445,1,Exports,Fiscal Quarter 1
AL,2023,Indonesia,Live Animals,4501102,2,Exports,Fiscal Quarter 2
IN,2019,World,"Other Feeds, Meals, And Fodders",57795744,4,Exports,Fiscal Quarter 4
DE,2023,Guatemala,Fresh Fruit,29709,2,Exports,Fiscal Quarter 2
NC,2022,Vietnam,Food Preparations,3527402,4,Exports,Fiscal Quarter 4
US,2024,China,Soybeans,4609115962,2,Exports,Fiscal Quarter 2
UT,2024,South Korea,Essential Oils,691317,3,Exports,Fiscal Quarter 3
IN,2024,Mexico,"Dextrins, Peptones, And Proteins",2512772,1,Exports,Fiscal Quarter 1
FL,2023,Aruba,Beef And Beef Products,3751120,4,Exports,Fiscal Quarter 4
VT,2022,World,Non-Alcoholic Beverages (Excluding Juices),8573069,3,Exports,Fiscal Quarter 3
AR,2022,Taiwan,Rice,10303767,2,Exports,Fiscal Quarter 2
IN,2021,Indonesia,"Sugar, Sweeteners, Beverage Bases",271574,3,Exports,Fiscal Quarter 3
CT,2024,Mexico,Dog And Cat Food,571344,1,Exports,Fiscal Quarter 1
CA,2022,Japan,Dairy Products,53530979,4,Exports,Fiscal Quarter 4
NC,2021,Cuba,Poultry Meat And Products (Excluding Eggs),9584670,2,Exports,Fiscal Quarter 2
IL,2024,Canada,Food Preparations,43002348,3,Exports,Fiscal Quarter 3
US,2023,World,Tree Nuts,2174511894,2,Exports,Fiscal Quarter 2
OR,2021,China,Tree Nuts,14251528,1,Exports,Fiscal Quarter 1
NJ,2022,Bermuda,Fresh Fruit,115031,4,Exports,Fiscal Quarter 4
NY,2022,Canada,Dog And Cat Food,36271415,4,Exports,Fiscal Quarter 4
US,2019,Spain,Tree Nuts,155959523,4,Exports,Fiscal Quarter 4
CO,2022,Mexico,Pork And Pork Products,35123377,1,Exports,Fiscal Quarter 1
TN,2022,Mexico,"Bakery Goods, Cereals, And Pasta",8846602,2,Exports,Fiscal Quarter 2
PA,2021,Singapore,Chocolate And Cocoa Products,3652855,3,Exports,Fiscal Quarter 3
UT,2022,World,Beef And Beef Products,85376182,1,Exports,Fiscal Quarter 1
US,2022,Japan,Soybeans,414504569,1,Exports,Fiscal Quarter 1
IN,2023,United Kingdom,Distillers Grains,9410277,3,Exports,Fiscal Quarter 3
TN,2020,World,Poultry Meat And Products (Excluding Eggs),13680433,3,Exports,Fiscal Quarter 3
DE,2019,Vietnam,Poultry Meat And Products (Excluding Eggs),2464274,2,Exports,Fiscal Quarter 2
TN,2022,Netherlands,Distilled Spirits,16483283,3,Exports,Fiscal Quarter 3
WA,2020,South Korea,Fresh Fruit,302296,1,Exports,Fiscal Quarter 1
IN,2020,World,Pork And Pork Products,63427013,1,Exports,Fiscal Quarter 1
IA,2019,Mexico,Pork And Pork Products,19342987,3,Exports,Fiscal Quarter 3
NY,2019,Canada,Food Preparations,11592909,3,Exports,Fiscal Quarter 3
OK,2019,Canada,Live Animals,2300198,2,Exports,Fiscal Quarter 2
CA,2019,Canada,Fresh Vegetables,294809871,3,Exports,Fiscal Quarter 3
ME,2024,Mexico,Fresh Vegetables,12910,3,Exports,Fiscal Quarter 3
ME,2022,India,Live Animals,162971,1,Exports,Fiscal Quarter 1
VA,2022,Colombia,Soybean Meal,14473802,3,Exports,Fiscal Quarter 3
PA,2024,Australia,Chocolate And Cocoa Products,7708866,2,Exports,Fiscal Quarter 2
ID,2024,Netherlands,Dairy Products,12405350,3,Exports,Fiscal Quarter 3
MO,2024,Philippines,Soybean Meal,1368950,2,Exports,Fiscal Quarter 2
AK,2019,Haiti,Condiments And Sauces,9360,3,Exports,Fiscal Quarter 3
WI,2023,Mexico,Food Preparations,4077879,1,Exports,Fiscal Quarter 1
AK,2022,World,Essential Oils,6259,4,Exports,Fiscal Quarter 4
ND,2021,World,Wheat,81312665,2,Exports,Fiscal Quarter 2
WI,2020,Hong Kong,"Meat Products, Nesoi",1086738,4,Exports,Fiscal Quarter 4
AL,2019,France,Eggs And Products,1173856,2,Exports,Fiscal Quarter 2
GA,2023,Canada,Vegetable Oils (Excluding Soybean),14614813,4,Exports,Fiscal Quarter 4
US,2024,Germany,Soybeans,155502252,3,Exports,Fiscal Quarter 3
UT,2019,Canada,Essential Oils,8919274,1,Exports,Fiscal Quarter 1
US,2019,India,Tree Nuts,228450549,1,Exports,Fiscal Quarter 1
SC,2024,Thailand,"Other Feeds, Meals, And Fodders",777421,2,Exports,Fiscal Quarter 2
CA,2023,World,Tree Nuts,1724399417,3,Exports,Fiscal Quarter 3
WV,2024,Turkey,Live Animals,275100,1,Exports,Fiscal Quarter 1
NV,2019,World,Non-Alcoholic Beverages (Excluding Juices),30155775,2,Exports,Fiscal Quarter 2
OK,2019,World,Pork And Pork Products,49979516,2,Exports,Fiscal Quarter 2
GA,2019,Thailand,Distillers Grains,5157112,1,Exports,Fiscal Quarter 1
SC,2022,Malaysia,Soybeans,11355936,2,Exports,Fiscal Quarter 2
MD,2023,United Kingdom,Condiments And Sauces,43557,1,Exports,Fiscal Quarter 1
US,2024,China,Corn,218655091,1,Exports,Fiscal Quarter 1
NH,2021,Australia,Chocolate And Cocoa Products,658884,4,Exports,Fiscal Quarter 4
WA,2020,Canada,Fresh Fruit,56062959,2,Exports,Fiscal Quarter 2
ID,2022,Canada,Processed Vegetables,11538575,1,Exports,Fiscal Quarter 1
GA,2022,China,Poultry Meat And Products (Excluding Eggs),110408173,4,Exports,Fiscal Quarter 4
ID,2022,Canada,Live Animals,12455566,3,Exports,Fiscal Quarter 3
TN,2021,Canada,"Dextrins, Peptones, And Proteins",3131346,3,Exports,Fiscal Quarter 3
MO,2024,Japan,Soybeans,1183612,2,Exports,Fiscal Quarter 2
NJ,2019,Mexico,Fresh Fruit,30010,3,Exports,Fiscal Quarter 3
MN,2023,Mexico,Dairy Products,15664279,2,Exports,Fiscal Quarter 2
LA,2019,Japan,Soybeans,152655909,4,Exports,Fiscal Quarter 4
VA,2023,Vietnam,Tobacco,4065637,1,Exports,Fiscal Quarter 1
DE,2021,Vietnam,Poultry Meat And Products (Excluding Eggs),2125990,1,Exports,Fiscal Quarter 1
CA,2021,China,Dairy Products,59020055,1,Exports,Fiscal Quarter 1
VA,2019,Vietnam,Poultry Meat And Products (Excluding Eggs),4452983,3,Exports,Fiscal Quarter 3
NY,2019,United Kingdom,Non-Alcoholic Beverages (Excluding Juices),469054,4,Exports,Fiscal Quarter 4
MD,2022,China,Condiments And Sauces,394834,1,Exports,Fiscal Quarter 1
GA,2020,South Korea,Distillers Grains,1314681,2,Exports,Fiscal Quarter 2
SC,2023,World,Dog And Cat Food,33824452,2,Exports,Fiscal Quarter 2
NJ,2021,Peru,Fresh Fruit,102494,1,Exports,Fiscal Quarter 1
SD,2023,Canada,Soybean Meal,30400657,1,Exports,Fiscal Quarter 1
NV,2020,China,Hay,1913019,2,Exports,Fiscal Quarter 2
NC,2022,Taiwan,Poultry Meat And Products (Excluding Eggs),5662038,1,Exports,Fiscal Quarter 1
MN,2022,Canada,"Other Feeds, Meals, And Fodders",9824004,1,Exports,Fiscal Quarter 1
WI,2024,Canada,Beef And Beef Products,12066996,2,Exports,Fiscal Quarter 2
MO,2024,World,Pork And Pork Products,85009871,2,Exports,Fiscal Quarter 2
NC,2021,Japan,Pork And Pork Products,13690553,4,Exports,Fiscal Quarter 4
VA,2022,World,Poultry Meat And Products (Excluding Eggs),60959887,3,Exports,Fiscal Quarter 3
IN,2019,Japan,Pork And Pork Products,33107983,4,Exports,Fiscal Quarter 4
MO,2024,Taiwan,Soybeans,458263,3,Exports,Fiscal Quarter 3
LA,2022,World,Soybean Meal,597663287,4,Exports,Fiscal Quarter 4
NV,2020,South Korea,Non-Alcoholic Beverages (Excluding Juices),12088082,1,Exports,Fiscal Quarter 1
PA,2020,World,Essential Oils,39593715,4,Exports,Fiscal Quarter 4
TX,2022,World,Ethanol (Non-Beverage),508536968,3,Exports,Fiscal Quarter 3
MD,2023,China,"Dextrins, Peptones, And Proteins",4367580,4,Exports,Fiscal Quarter 4
NY,2023,Canada,"Bakery Goods, Cereals, And Pasta",32969361,2,Exports,Fiscal Quarter 2
MO,2020,Japan,Soybeans,785886,1,Exports,Fiscal Quarter 1
OK,2021,Canada,"Meat Products, Nesoi",256711,4,Exports,Fiscal Quarter 4
TX,2019,Japan,Beef And Beef Products,58752015,4,Exports,Fiscal Quarter 4
VI,2020,British Virgin Islands,Beer,2696,3,Exports,Fiscal Quarter 3
WA,2021,China,Wheat,131769403,4,Exports,Fiscal Quarter 4
MT,2022,Colombia,Pulses,2811254,3,Exports,Fiscal Quarter 3
NH,2021,Mexico,Chocolate And Cocoa Products,1047418,4,Exports,Fiscal Quarter 4
NY,2023,Indonesia,Dairy Products,2307606,2,Exports,Fiscal Quarter 2
US,2021,Colombia,Corn,398316418,2,Exports,Fiscal Quarter 2
ND,2022,Belgium,Corn,11900,2,Exports,Fiscal Quarter 2
AR,2019,New Zealand,Eggs And Products,4764486,2,Exports,Fiscal Quarter 2
NV,2019,Australia,"Bakery Goods, Cereals, And Pasta",462048,2,Exports,Fiscal Quarter 2
CA,2019,South Korea,Fresh Fruit,29772259,4,Exports,Fiscal Quarter 4
AR,2021,Jamaica,Eggs And Products,1912416,2,Exports,Fiscal Quarter 2
OR,2019,Taiwan,Wheat,43913832,3,Exports,Fiscal Quarter 3
CO,2024,United Kingdom,Pork And Pork Products,78147,2,Exports,Fiscal Quarter 2
NE,2019,Australia,Pork And Pork Products,21701386,3,Exports,Fiscal Quarter 3
WY,2023,Canada,Pulses,684971,3,Exports,Fiscal Quarter 3
MT,2022,World,Wheat,6768944,1,Exports,Fiscal Quarter 1
ID,2023,China,Planting Seeds,328503,1,Exports,Fiscal Quarter 1
OH,2020,Canada,"Bakery Goods, Cereals, And Pasta",33455002,3,Exports,Fiscal Quarter 3
MA,2023,United Kingdom,Food Preparations,308509,3,Exports,Fiscal Quarter 3
AZ,2024,Japan,Beef And Beef Products,5699935,2,Exports,Fiscal Quarter 2
AL,2020,Indonesia,Live Animals,4543603,2,Exports,Fiscal Quarter 2
VT,2019,Canada,Food Preparations,807104,3,Exports,Fiscal Quarter 3
AR,2024,Pakistan,Cotton,11194524,3,Exports,Fiscal Quarter 3
AZ,2020,Pakistan,Cotton,4480675,2,Exports,Fiscal Quarter 2
IL,2019,Mexico,Food Preparations,14581532,1,Exports,Fiscal Quarter 1
ME,2019,Portugal,Live Animals,373247,4,Exports,Fiscal Quarter 4
OK,2021,Japan,Pork And Pork Products,37393929,1,Exports,Fiscal Quarter 1
WI,2021,Canada,Processed Vegetables,26784218,4,Exports,Fiscal Quarter 4
ME,2023,Canada,Processed Fruit,10094999,3,Exports,Fiscal Quarter 3
WI,2024,Japan,Beef And Beef Products,10218789,1,Exports,Fiscal Quarter 1
WI,2023,South Korea,Food Preparations,8692410,1,Exports,Fiscal Quarter 1
OH,2020,El Salvador,"Bakery Goods, Cereals, And Pasta",286282,3,Exports,Fiscal Quarter 3
AL,2022,Indonesia,Cotton,1165603,4,Exports,Fiscal Quarter 4
MD,2019,Canada,Food Preparations,2322813,3,Exports,Fiscal Quarter 3
ME,2021,South Korea,Processed Fruit,346211,2,Exports,Fiscal Quarter 2
NE,2019,Philippines,Corn,479775,4,Exports,Fiscal Quarter 4
TN,2021,Singapore,"Bakery Goods, Cereals, And Pasta",1717962,1,Exports,Fiscal Quarter 1
IN,2020,Canada,Dairy Products,20539429,1,Exports,Fiscal Quarter 1
NY,2020,Japan,Essential Oils,1618201,1,Exports,Fiscal Quarter 1
CT,2021,World,Tobacco,7681816,4,Exports,Fiscal Quarter 4
MT,2019,World,Corn,6375660,4,Exports,Fiscal Quarter 4
MS,2023,Mexico,Poultry Meat And Products (Excluding Eggs),11837182,3,Exports,Fiscal Quarter 3
KY,2019,Netherlands,Food Preparations,1083507,1,Exports,Fiscal Quarter 1
OH,2023,World,Soybeans,114322407,3,Exports,Fiscal Quarter 3
PR,2021,Jamaica,Non-Alcoholic Beverages (Excluding Juices),319404,3,Exports,Fiscal Quarter 3
MI,2019,Canada,Soybeans,25771571,3,Exports,Fiscal Quarter 3
US,2022,World,Corn,5758827938,2,Exports,Fiscal Quarter 2
VA,2019,Canada,Poultry Meat And Products (Excluding Eggs),1883953,2,Exports,Fiscal Quarter 2
WA,2022,China,Coarse Grains (Excluding Corn),424176536,2,Exports,Fiscal Quarter 2
GA,2024,Ghana,Food Preparations,1021321,1,Exports,Fiscal Quarter 1
ND,2021,Thailand,Wheat,2340376,4,Exports,Fiscal Quarter 4
MA,2019,Netherlands,Processed Fruit,8709754,2,Exports,Fiscal Quarter 2
AR,2024,Bangladesh,Cotton,12876317,2,Exports,Fiscal Quarter 2
WA,2019,World,Soybeans,918229465,4,Exports,Fiscal Quarter 4
IA,2019,South Korea,Pork And Pork Products,37417782,3,Exports,Fiscal Quarter 3
WA,2021,Taiwan,Soybeans,18398860,2,Exports,Fiscal Quarter 2
PR,2020,Jamaica,Food Preparations,477460,2,Exports,Fiscal Quarter 2
LA,2019,Iraq,Rice,27917099,4,Exports,Fiscal Quarter 4
PA,2023,Japan,Essential Oils,428066,2,Exports,Fiscal Quarter 2
LA,2020,South Korea,Soybean Oil,77631192,1,Exports,Fiscal Quarter 1
ND,2021,World,Pulses,26383356,4,Exports,Fiscal Quarter 4
TX,2023,Ethiopia,Wheat,38672987,3,Exports,Fiscal Quarter 3
SC,2019,Costa Rica,Dog And Cat Food,900494,3,Exports,Fiscal Quarter 3
DC,2021,Sri Lanka,Wheat,2009429,2,Exports,Fiscal Quarter 2
NE,2022,Japan,Pork And Pork Products,44622333,1,Exports,Fiscal Quarter 1
KY,2022,Canada,"Other Feeds, Meals, And Fodders",4344521,3,Exports,Fiscal Quarter 3
NV,2019,United Kingdom,Hay,22704,3,Exports,Fiscal Quarter 3
WA,2022,China,Fresh Fruit,5055878,2,Exports,Fiscal Quarter 2
WI,2020,Japan,Beef And Beef Products,10045232,2,Exports,Fiscal Quarter 2
